航班日期,出发地编码,目的地编码,均分,评论
2019/2/14,SZX,SHA,5,准时抵达，
2019/2/24,SZX,SHA,3.9,晚点两小时；前序航班的计划到达时间都比这班飞机16:55的时间晚，何况前序航班还提前到达；航班根本不可能准点起飞，还在卖起飞时间16:55的票（因为此时段平均单价更高）这难道不是欺诈？/延误，值机快捷，空乘服务好，准时抵达，
2019/2/26,SZX,SHA,5,空乘服务好，座椅舒适，以后会经常选择
2019/2/2,SHA,SZX,4.6,准时抵达，座椅舒适，安检很快，空乘服务好，值机快捷，
2019/2/3,SHA,SZX,5,值机快捷，安检很快，准时抵达，餐食座椅舒适，好吃，
2019/2/7,SHA,SZX,5,安检很快，准时抵达，值机快捷，
2019/2/22,SHA,SZX,1,空乘服务好，延误太久了！那么晚到还是摆渡车！旅客的时间不是时间吗？！
2019/2/3,SZX,PVG,4,值机快捷，安检很快，餐食好吃，准时抵达，
2019/2/7,SZX,PVG,5,准时抵达，安检很快，值机快捷，空乘服务好，
2019/2/7,PVG,SZX,5,空乘服务好，
2019/2/13,PVG,SZX,5,座椅舒适，准时抵达，空乘服务好，
2019/2/17,PVG,SZX,4.83,降落地点离航站楼太远了...
2019/2/22,PVG,SZX,4.17,餐食难吃，
2019/2/9,SZX,JDZ,5,餐食好吃，空乘服务好，
2019/2/16,SZX,SHA,5,深航ZH9519航班，空客A320-232机型执飞，机龄8.7年，从深圳宝安T3出发（比计划晚11分钟），经停景德镇罗家，到达上海虹桥T2（比计划提前27分钟）。深圳T3值机G、H柜台，可自助办理。登机口58靠桥，距安检20分钟，步行距离长。空乘态度好，服务较简单。第一段提供简餐（黑椒牛肉三明治+布丁蛋糕+淮盐花生+小瓶水），第二段仅提供饼干+小瓶水。景德镇机场小，候机环境一般，登机口3靠桥。虹桥T2停远机位，乘摆渡车到航站楼，行驶时间较短。
2019/2/17,SZX,SHA,3.86,准时抵达，
2019/2/21,SZX,SHA,2.14,延误，安检很慢，
2019/2/22,SZX,SHA,3.88,安检很快，机场商品多，值机快捷，
2019/2/25,SHA,JDZ,5,座椅舒适，准时抵达，安检很快，空乘服务好，值机快捷！！景德镇，上世纪九十年代的小机场，希望经济再发展起来，目前飞机班次太少，景德镇加油，江西加油，革命老区加油！！！
2019/2/26,SHA,SZX,2,行李服务非常好，提取速度快，工作人员服务热情
2019/2/27,SHA,SZX,3.81,行李提取非常快，工作人员态度好，提出问题能够积极回应/行李非常快拿到
2019/2/15,WUX,ZUH,5,座椅舒适，安检很快，餐食好吃，
2019/2/24,WUX,ZUH,1,空乘服务好，安检很快，晚点近两小时
2019/2/6,WUX,KMG,4.5,空乘服务好，准时抵达，
2019/2/13,WUX,KMG,5,空乘服务好，安检很快，面条还不错，挺好吃。飞常准很方便，值机很快，还能看到高度能信息。
2019/2/18,KMG,WUX,5,机场商品多，空乘服务好，晚点了半个多小时还有机餐吃，面条不太好吃，饭还不错。
2019/2/20,KMG,WUX,2.86,延误，
2019/2/2,WUX,DLC,5,准时抵达，空乘服务好，上一次这个航班晚了一天，这次还在担心，不过还好没有失望，很开心的到了目的地，飞机下降和上升阶段都很稳，给机长点个赞，空乘服务人员态度很好，新年快乐哦，大家
2019/2/9,WUX,DLC,4.43,安检很快，餐食好吃，空乘服务好，虽然有天气之不可抗拒因素，但晚点原因播报一次后，整整五十分钟的延时过程，无温馨提示和安抚。
2019/2/23,WUX,DLC,3.75,安检很快，
2019/2/21,DLC,WUX,5,空乘服务好，准时抵达，餐食好吃，
2019/2/7,TYN,WUX,5,准时抵达，
2019/2/5,WUX,CTU,5,空乘服务好，餐食好吃，机场商品多，准时抵达，座椅舒适，安检很快，值机快捷，
2019/2/18,WUX,CTU,4.86,安检很快，座椅舒适，准时抵达，值机快捷，
2019/2/25,CTU,WUX,5,安检很快，
2019/2/5,WUX,CTU,4.5,空乘服务好，准时抵达，值机快捷，安检很快，
2019/2/21,WUX,CTU,4.71,餐食好吃，安检很快，机场商品多，空乘服务好，准时抵达，飞得贼快
2019/2/22,WUX,CTU,4.23,空乘服务好，值机快捷
2019/2/10,CTU,WUX,4.4,准时抵达，服务可以
2019/2/12,CTU,WUX,3.6,准时抵达，
2019/2/14,CTU,WUX,5,可以 比较准时
2019/2/1,WUX,CTU,3.6,晚点严重/餐食难吃，
2019/2/7,WUX,CTU,5,机场商品多，值机快捷，安检很快，空乘服务好，
2019/2/10,WUX,CTU,4.78,安检很快，
2019/2/11,WUX,CTU,4.14,安检很快，准时抵达，空乘服务好，餐食好吃，
2019/2/23,WUX,CTU,2,安检很快，空乘服务好，延误，
2019/2/3,CTU,WUX,5,准时抵达，值机快捷，安检很快，空乘服务好，
2019/2/5,CTU,WUX,4.4,准时抵达，空乘服务好。
2019/2/7,CTU,WUX,4.2,准时抵达，空乘服务好，飞机蛮新的，值机快捷，餐食一般没有饭只有面包，很难吃，茶水选择也比较少，没有咖啡和茶，但是空姐服务都比较好。总的来说，成都飞无锡也就深圳航空还可以了，餐食真的需要改进，飞机票均价相比成都飞别的城市也不便宜
2019/2/11,CTU,WUX,4.5,空乘服务好，
2019/2/13,CTU,WUX,3.44,安检更慢
2019/2/8,WUX,XMN,5,客舱拥挤，延误，
2019/2/13,WUX,XMN,4.57,延误延误2小时！航空公司服务 吃的都不错，但硕放机场太坑！
2019/2/28,WUX,XMN,4.25,空乘服务好，餐食好吃，值机快捷，准时抵达，座椅舒适，机场商品多，安检很快，
2019/2/9,XMN,WUX,5,座椅舒适，机场商品多，安检很快，
2019/2/12,XMN,WUX,5,[开心]
2019/2/26,XMN,WUX,3.18,安检太慢
2019/2/27,XMN,WUX,4.84,座椅舒适，
2019/2/4,WUX,XMN,5,本次乘坐的是舒适经济舱，体验的是超值的服务，空姐提前把拖鞋、靠枕、毯子、矿泉水都放到位，飞行中发放的餐食品种丰富，口感俱佳。航班准时出发，提前16分钟到达，并且提取行李速度超快。
2019/2/8,WUX,XMN,5,安检很快，座椅舒适，
2019/2/13,WUX,XMN,5,值机快捷，空乘服务好，安检很快，准时抵达
2019/2/11,XMN,WUX,5,空乘服务好，餐食好吃，
2019/2/18,XMN,WUX,5,空乘服务好，
2019/2/22,XMN,WUX,5,餐食好吃，准时抵达，空乘服务好，座椅舒适，
2019/2/27,XMN,WUX,4.43,准时抵达，
2019/2/12,WUX,SHE,4.5,空乘服务好，餐食好吃，安检很快，座椅舒适，/航管时间比机场都准
2019/2/24,WUX,SHE,5,空乘服务好，准时抵达，
2019/2/10,SHE,WUX,4.6,空乘服务好，安检很快，座椅舒适，值机快捷，餐食好吃，准时抵达，机场商品多。
2019/2/24,SHE,WUX,5,提前抵达，空乘服务好，值机快捷，可能春运未结束有关，缺点安检太慢了！
2019/2/2,WUX,NNG,5,安检很快，空乘服务好，机场商品多，座椅舒适，餐食好吃，准时抵达，值机快捷，
2019/2/12,NNG,CSX,5,空乘服务好，准时抵达，安检很快，
2019/2/20,NNG,CSX,5,准时抵达，安检很快，值机快捷，机场商品多，空乘服务好，座椅舒适，
2019/2/24,CSX,WUX,5,安检挺快，登机组织有序，安排贴心，空姐服务热情周到
2019/2/27,CSX,WUX,5,座椅舒适，安检很快，值机快捷，
2019/2/4,NKG,CTU,4.29,餐食好吃，空乘服务好，延误时间太长，南京机场梳流太差。对禄口好感全无
2019/2/9,NKG,CTU,4,空乘服务好，首先，明知道会延误不通知延误（前序航班很明确至少延误二个多小时），导致我们想换其他时间的也换不了。。延误到十二点半多，也没见延误餐，大家上了飞机饿肚子又等了一个小时。。最痛跟的就是延误了一开始不说出来，就干耗着，导致前面11点多起飞的我们换不了，貌似正常航班改签费用很贵的对吧
2019/2/15,NKG,CTU,5,安检很快，空乘服务好，
2019/2/21,NKG,CTU,5,准时抵达，
2019/2/10,CTU,NKG,5,安检很快，空乘服务好，
2019/2/3,NKG,CTU,5,空乘服务好，座椅舒适，准时抵达，很有爱的一家航空公司 飞行技术不错 很棒
2019/2/11,NKG,CTU,3.83,餐食难吃，
2019/2/14,NKG,CTU,5,空乘服务好，值机快捷，准时抵达，安检很快，餐食好吃，
2019/2/21,NKG,CTU,5,座椅舒适，值机快捷，机场商品多，
2019/2/24,NKG,CTU,2.5,延误，延误，
2019/2/7,CTU,NKG,4.2,还行
2019/2/19,CTU,NKG,5,空乘服务好，值机快捷，
2019/2/20,CTU,NKG,5,空乘服务好，准时抵达，餐食好吃，安检很快，座椅舒适，值机快捷，
2019/2/6,NKG,CTU,5,早到了半个小时，牛逼啊
2019/2/14,NKG,CTU,4.71,值机快捷，
2019/2/10,CTU,NKG,5,空乘服务好，
2019/2/11,CTU,NKG,4.43,准时抵达，值机快捷，空乘服务好，机场商品多，飞机餐不好吃
2019/2/25,CTU,NKG,3.86,安检很慢，空乘态度差，延误，
2019/2/27,CTU,NKG,4.75,座椅舒适，值机快捷，餐食好吃，准时抵达，
2019/2/6,NKG,KWE,4.86,餐食味道一般，别的还不错。
2019/2/20,NKG,KWE,5,空乘服务好，座椅舒适，准时抵达，安检很快，
2019/2/22,NKG,KWE,5,空乘服务好，座椅舒适，机场商品多，准时抵达，安检很快，餐食好吃，值机快捷，
2019/2/9,KWE,NKG,3.5,延误，
2019/2/12,KWE,NKG,3.86,机舱卫生差，餐食难吃，天气原因导致的延续，配餐时间太慢差不多2个小时以后才有延误的餐食
2019/2/13,KWE,NKG,4.37,餐食难吃，安检很慢，/安检很快，准时抵达，/值机和安检有序进行，不错
2019/2/24,KWE,NKG,3.6,服务很好 但是晚点很久 说是流量管制和空气原因 但我这里短信显示从别处现调飞机来贵阳 等了4个小时就算了 行李也等了很久 是真的慢
2019/2/12,NKG,KWE,5,座椅舒适，安检很快，空乘服务好，
2019/2/21,NKG,KWE,4.71,安检很快，值机快捷，餐食好吃，空乘服务好，
2019/2/3,KWE,NKG,5,座椅舒适，准时抵达，餐食好吃，空乘服务好，
2019/2/5,KWE,NKG,3.6,空乘服务好，准时抵达，
2019/2/2,NKG,XIY,5,空乘服务好，机场商品多，准时抵达，餐食好吃，值机快捷，座椅舒适，安检很快，
2019/2/9,NKG,XIY,4.71,安检很快，机场商品多，值机快捷，空乘服务好，今天出行遇上南京大雪，前天晚上担心无法正常出行，今天赶到机场，一切顺利，飞机准点起飞，还提前15分钟到达西安。很赞的一次航行
2019/2/12,XIY,NKG,5,不错l
2019/2/13,XIY,NKG,3.5,餐食难吃，
2019/2/23,XIY,NKG,3.75,延误，行李摆渡效率低。
2019/2/5,NKG,INC,4.33,空乘服务好，
2019/2/5,XIY,INC,4.5,空乘服务好，准时抵达，安检很快，跑错了航站楼，有人帮忙送
2019/2/9,NKG,XIY,3.36,机场商品贵，客舱拥挤，安检很慢，/空乘服务好，
2019/2/11,NKG,XIY,5,空乘服务好，安检很快，
2019/2/2,XIY,NKG,4.67,安检很快，准时抵达，值机快捷，机场商品多，
2019/2/9,XIY,NKG,3,延误，客舱拥挤，机场商品贵，
2019/2/11,XIY,NKG,4.86,值机快捷，飞机准点。
2019/2/3,NKG,TYN,4.14,延误，客舱拥挤，不过空乘人员服务态度非常好，下飞机还提醒我们衣服穿起来，外面很冷。暖心之举，点赞 飞机上碰到一位两米以上的帅哥，好面熟，就是想不起来，不知道是不是篮球运动员
2019/2/8,NKG,TYN,1,取消航班没有任何补偿，不安排住宿，什么也不管，深航真令人失望。
2019/2/5,TYN,NKG,5,安检很快，值机快捷，机场商品多。
2019/2/9,TYN,NKG,4.43,遇上南京下雪，晚点4个小时，都尽力了
2019/2/7,NKG,HAK,5,准时抵达，座椅舒适，空乘服务好，
2019/2/13,NKG,HAK,4.21,空乘服务好，准时抵达，/准时抵达，
2019/2/17,NKG,HAK,4,机场商品多，空乘服务好，
2019/2/25,NKG,HAK,3.6,安检效率不高，提供托盘不主动。
2019/2/9,HAK,NKG,3.57,值机快捷，座椅舒适，机场商品多，安检很快，
2019/2/11,HAK,NKG,4.43,座椅舒适，准时抵达，机场商品多，
2019/2/12,HAK,NKG,5,餐食好吃，准时抵达，空乘服务好，安检很快，值机快捷，
2019/2/14,NKG,YCU,5,准时抵达，空乘服务好，值机快捷，安检很快，机场商品多，座椅舒适，
2019/2/20,NKG,YCU,3.57,还行吧，就这样210的机票还能怎样
2019/2/25,NKG,YCU,4.5,安检很快，
2019/2/11,YCU,NKG,2.6,延误一个多小时，以致于没有赶上高铁。飞机餐过于简陋，仅有饼干蛋黄派，无饮料，只有一瓶矿泉水或者咖啡白开水。/飞机晚点，临时换登机口，比较折腾，晚点都到中午了，却只发了一点零食，没有正餐，第一次坐深航，不知道是不是廉价航空
2019/2/12,YCU,NKG,4.33,安检很快，值机快捷，
2019/2/13,YCU,NKG,4.67,空乘服务好，准时抵达，
2019/2/12,NKG,LJG,5,降落比较晃
2019/2/24,NKG,LJG,4.25,延误。
2019/2/1,LJG,NKG,4.71,值机快捷，准时抵达，空乘服务好，
2019/2/14,LJG,NKG,5,准时抵达，安检很快，
2019/2/3,SZX,SHE,3.67,值机快捷，空乘服务好，准时抵达，安检很快，
2019/2/8,SZX,SHE,4.83,值机快捷，准时抵达，空乘服务好，
2019/2/9,SZX,SHE,5,值机快捷，机场商品多，餐食好吃，空乘服务好，准时抵达，
2019/2/24,SZX,SHE,4.23,座椅舒适，机场商品多，空乘服务好，餐食好吃，值机快捷，安检很快，准时抵达，非常好！
2019/2/24,SHE,SZX,3.8,准时抵达，空乘服务好，
2019/2/9,SZX,SHE,5,安检很快，座椅舒适，准时抵达，空乘服务好，值机快捷，愉快的旅程。
2019/2/12,SZX,SHE,5,准时抵达，空乘服务好，座椅舒适，值机快捷，餐食好吃，机场商品多，安检很快，
2019/2/14,SZX,SHE,5,安检很快，餐食好吃，准时抵达，空乘服务好，座椅舒适，机场商品多，值机快捷，
2019/2/10,SHE,SZX,5,餐食好吃，座椅舒适，准时抵达，机场商品多，空乘服务好，值机快捷，安检很快，
2019/2/9,SZX,SHE,5,很准时
2019/2/12,SZX,SHE,5,值机快捷，餐食好吃，空乘服务好，安检很快，准时抵达，座椅舒适，机场商品多，
2019/2/24,SZX,SHE,3.4,机场商品多，安检很快，餐食好吃，
2019/2/3,SHE,SZX,5,好评
2019/2/5,SHE,SZX,5,空乘服务好，准时抵达，餐食好吃，
2019/2/2,YTY,SHE,5,空乘服务好，座椅舒适，准时抵达，值机快捷，安检很快，
2019/2/9,YTY,SHE,5,空乘服务好，
2019/2/13,SZX,SHE,5,空乘服务好，安检很快，餐食好吃，值机快捷，
2019/2/19,SZX,SHE,5,空乘服务好，
2019/2/11,SHE,SZX,3,扬州经停到深圳的餐食真的难吃，鸡肉饭感觉就是菜汤鸡肉少的可怜，餐食也很咸。点心的餐盒里就只有一个小面包和咸菜，真心不好吃，印象分直接拉低。因座位后面是安全出口，座椅不能调整，整个行程下来很疲惫，体验不佳。建议如果用户出现不舒服的状态应该可以更换座位，真的很难受
2019/2/22,SHE,SZX,4,延误，
2019/2/28,SHE,SZX,3.56,行李提取速度快，工作人员服务到位
2019/2/9,SZX,YTY,5,准时抵达，空乘服务好，
2019/2/12,SZX,YTY,5,准时抵达，机场商品多，值机快捷，空乘服务好，
2019/2/3,YTY,SZX,5,空乘服务好，安检很快，准时抵达，值机快捷，
2019/2/24,YTY,SZX,5,准时抵达，安检很快，餐食好吃，
2019/2/3,SZX,HRB,2,安检很快，座椅舒适度一般，机场商品无新颖之处，每个机场大同小异。
2019/2/4,SZX,HRB,5,空乘服务好，值机快捷，安检很快，准时抵达，机餐很难吃
2019/2/5,SZX,HRB,5,不能给孩子提前选座值机是基于什么考虑？实在想不明白自找麻烦的原因
2019/2/6,SZX,HRB,4.67,座椅舒适，空乘服务好，准时抵达，餐食好吃，值机快捷，
2019/2/10,SZX,HRB,4.37,空乘服务好，准时抵达，安检很快，座椅舒适，值机快捷，/准时抵达，座椅舒适，安检很快，机场商品多，值机快捷，空乘服务好
2019/2/12,SZX,HRB,5,准时抵达，空乘服务好，
2019/2/13,SZX,HRB,5,安检很快，值机快捷，座椅舒适，餐食好吃，空乘服务好，机场商品多，准时抵达，
2019/2/5,HRB,SZX,5,座椅舒适，空乘服务好，机场商品多，值机快捷，安检很快，准时抵达，餐食好吃，
